case_id,model,condition,total_motifs,discriminating_count,supporting_count,arguing_count,discriminating_ratio,supporting_ratio,expert_reasoning_index
NEJM_CPC_02_2023,anthropic/claude-opus-4.5,adversarial,46,2,30,3,0.043478260869565216,0.6521739130434783,0.10869565217391304
NEJM_CPC_02_2023,anthropic/claude-opus-4.5,structured,59,1,41,13,0.01694915254237288,0.6949152542372882,0.23728813559322035
NEJM_CPC_02_2023,google/gemini-3-pro-preview,baseline,38,1,21,12,0.02631578947368421,0.5526315789473685,0.34210526315789475
NEJM_CPC_02_2023,google/gemini-3-pro-preview,adversarial,77,3,43,25,0.03896103896103896,0.5584415584415584,0.36363636363636365
NEJM_CPC_02_2023,google/gemini-3-pro-preview,structured,66,2,36,16,0.030303030303030304,0.5454545454545454,0.2727272727272727
NEJM_CPC_33_2022,openai/gpt-5.4,baseline,71,4,38,16,0.056338028169014086,0.5352112676056338,0.28169014084507044
NEJM_CPC_33_2022,openai/gpt-5.4,adversarial,74,1,49,15,0.013513513513513514,0.6621621621621622,0.21621621621621623
NEJM_CPC_33_2022,openai/gpt-5.4,structured,70,2,45,13,0.02857142857142857,0.6428571428571429,0.21428571428571427
NEJM_CPC_33_2022,openai/gpt-5.2,baseline,84,3,47,19,0.03571428571428571,0.5595238095238095,0.2619047619047619
NEJM_CPC_33_2022,openai/gpt-5.2,adversarial,51,2,31,7,0.0392156862745098,0.6078431372549019,0.17647058823529413
NEJM_CPC_33_2022,openai/gpt-5.2,structured,41,2,16,6,0.04878048780487805,0.3902439024390244,0.1951219512195122
NEJM_CPC_33_2022,anthropic/claude-sonnet-4.5,baseline,50,3,27,17,0.06,0.54,0.4
NEJM_CPC_33_2022,anthropic/claude-sonnet-4.5,adversarial,71,1,48,13,0.014084507042253521,0.676056338028169,0.19718309859154928
NEJM_CPC_33_2022,anthropic/claude-sonnet-4.5,structured,92,8,52,18,0.08695652173913043,0.5652173913043478,0.2826086956521739
NEJM_CPC_33_2022,anthropic/claude-opus-4.5,baseline,51,1,32,17,0.0196078431372549,0.6274509803921569,0.35294117647058826
NEJM_CPC_33_2022,anthropic/claude-opus-4.5,adversarial,62,0,40,15,0.0,0.6451612903225806,0.24193548387096775
NEJM_CPC_33_2022,anthropic/claude-opus-4.5,structured,63,1,32,15,0.015873015873015872,0.5079365079365079,0.25396825396825395
NEJM_CPC_33_2022,google/gemini-3-pro-preview,baseline,42,2,19,8,0.047619047619047616,0.4523809523809524,0.23809523809523808
NEJM_CPC_33_2022,google/gemini-3-pro-preview,adversarial,59,1,37,9,0.01694915254237288,0.6271186440677966,0.1694915254237288
NEJM_CPC_33_2022,google/gemini-3-pro-preview,structured,48,1,34,8,0.020833333333333332,0.7083333333333334,0.1875
NEJM_CPC_21_2022,openai/gpt-5.4,baseline,79,1,48,27,0.012658227848101266,0.6075949367088608,0.35443037974683544
NEJM_CPC_21_2022,openai/gpt-5.4,adversarial,46,1,29,12,0.021739130434782608,0.6304347826086957,0.2826086956521739
NEJM_CPC_21_2022,openai/gpt-5.4,structured,56,3,31,14,0.05357142857142857,0.5535714285714286,0.30357142857142855
NEJM_CPC_21_2022,openai/gpt-5.2,baseline,71,6,44,13,0.08450704225352113,0.6197183098591549,0.2676056338028169
NEJM_CPC_21_2022,openai/gpt-5.2,adversarial,56,1,38,3,0.017857142857142856,0.6785714285714286,0.07142857142857142
NEJM_CPC_21_2022,openai/gpt-5.2,structured,59,1,40,7,0.01694915254237288,0.6779661016949152,0.13559322033898305
NEJM_CPC_21_2022,anthropic/claude-sonnet-4.5,baseline,50,0,32,17,0.0,0.64,0.34
NEJM_CPC_21_2022,anthropic/claude-sonnet-4.5,adversarial,66,1,45,12,0.015151515151515152,0.6818181818181818,0.19696969696969696
NEJM_CPC_21_2022,anthropic/claude-sonnet-4.5,structured,56,6,25,8,0.10714285714285714,0.44642857142857145,0.25
NEJM_CPC_21_2022,anthropic/claude-opus-4.5,baseline,45,3,23,3,0.06666666666666667,0.5111111111111111,0.13333333333333333
NEJM_CPC_21_2022,anthropic/claude-opus-4.5,adversarial,58,2,34,12,0.034482758620689655,0.5862068965517241,0.2413793103448276
NEJM_CPC_21_2022,anthropic/claude-opus-4.5,structured,69,1,31,16,0.014492753623188406,0.4492753623188406,0.2463768115942029
NEJM_CPC_21_2022,google/gemini-3-pro-preview,baseline,52,2,23,12,0.038461538461538464,0.4423076923076923,0.2692307692307692
NEJM_CPC_21_2022,google/gemini-3-pro-preview,adversarial,55,1,30,14,0.01818181818181818,0.5454545454545454,0.2727272727272727
NEJM_CPC_21_2022,google/gemini-3-pro-preview,structured,52,2,27,10,0.038461538461538464,0.5192307692307693,0.23076923076923078
NEJM_CPC_15_2022,openai/gpt-5.4,baseline,57,2,34,21,0.03508771929824561,0.5964912280701754,0.40350877192982454
NEJM_CPC_15_2022,openai/gpt-5.4,adversarial,69,1,36,16,0.014492753623188406,0.5217391304347826,0.2463768115942029
NEJM_CPC_15_2022,openai/gpt-5.4,structured,52,2,29,9,0.038461538461538464,0.5576923076923077,0.21153846153846154
NEJM_CPC_15_2022,openai/gpt-5.2,adversarial,53,1,36,7,0.018867924528301886,0.6792452830188679,0.1509433962264151
NEJM_CPC_15_2022,openai/gpt-5.2,structured,60,1,35,11,0.016666666666666666,0.5833333333333334,0.2
NEJM_CPC_15_2022,anthropic/claude-sonnet-4.5,baseline,76,1,45,27,0.013157894736842105,0.5921052631578947,0.3684210526315789
NEJM_CPC_15_2022,anthropic/claude-sonnet-4.5,adversarial,68,1,30,19,0.014705882352941176,0.4411764705882353,0.29411764705882354
NEJM_CPC_15_2022,anthropic/claude-sonnet-4.5,structured,60,2,33,13,0.03333333333333333,0.55,0.25
NEJM_CPC_15_2022,anthropic/claude-opus-4.5,baseline,55,2,34,15,0.03636363636363636,0.6181818181818182,0.3090909090909091
NEJM_CPC_15_2022,anthropic/claude-opus-4.5,adversarial,42,2,22,5,0.047619047619047616,0.5238095238095238,0.16666666666666666
NEJM_CPC_15_2022,anthropic/claude-opus-4.5,structured,49,1,29,11,0.02040816326530612,0.5918367346938775,0.24489795918367346
NEJM_CPC_15_2022,google/gemini-3-pro-preview,baseline,35,2,19,10,0.05714285714285714,0.5428571428571428,0.34285714285714286
NEJM_CPC_15_2022,google/gemini-3-pro-preview,adversarial,70,1,45,12,0.014285714285714285,0.6428571428571429,0.18571428571428572
NEJM_CPC_15_2022,google/gemini-3-pro-preview,structured,61,1,32,20,0.01639344262295082,0.5245901639344263,0.3442622950819672
NEJM_CPC_11_2022,openai/gpt-5.4,baseline,112,1,70,41,0.008928571428571428,0.625,0.375
NEJM_CPC_11_2022,openai/gpt-5.4,adversarial,76,0,43,21,0.0,0.5657894736842105,0.27631578947368424
NEJM_CPC_11_2022,openai/gpt-5.4,structured,127,1,80,40,0.007874015748031496,0.6299212598425197,0.3228346456692913
NEJM_CPC_11_2022,openai/gpt-5.2,baseline,61,1,41,19,0.01639344262295082,0.6721311475409836,0.32786885245901637
NEJM_CPC_11_2022,openai/gpt-5.2,adversarial,41,1,26,6,0.024390243902439025,0.6341463414634146,0.17073170731707318
NEJM_CPC_11_2022,openai/gpt-5.2,structured,69,1,42,19,0.014492753623188406,0.6086956521739131,0.2898550724637681
NEJM_CPC_11_2022,anthropic/claude-sonnet-4.5,baseline,55,0,28,18,0.0,0.509090909090909,0.32727272727272727
NEJM_CPC_11_2022,anthropic/claude-sonnet-4.5,adversarial,80,0,49,19,0.0,0.6125,0.2375
NEJM_CPC_11_2022,anthropic/claude-sonnet-4.5,structured,77,1,48,15,0.012987012987012988,0.6233766233766234,0.2077922077922078
NEJM_CPC_11_2022,anthropic/claude-opus-4.5,baseline,43,1,30,4,0.023255813953488372,0.6976744186046512,0.11627906976744186
NEJM_CPC_11_2022,anthropic/claude-opus-4.5,adversarial,43,1,33,5,0.023255813953488372,0.7674418604651163,0.13953488372093023
NEJM_CPC_11_2022,anthropic/claude-opus-4.5,structured,70,1,50,11,0.014285714285714285,0.7142857142857143,0.17142857142857143
NEJM_CPC_11_2022,google/gemini-3-pro-preview,baseline,44,0,26,10,0.0,0.5909090909090909,0.22727272727272727
NEJM_CPC_11_2022,google/gemini-3-pro-preview,adversarial,51,1,32,11,0.0196078431372549,0.6274509803921569,0.23529411764705882
NEJM_CPC_11_2022,google/gemini-3-pro-preview,structured,74,2,48,16,0.02702702702702703,0.6486486486486487,0.24324324324324326
NEJM_CPC_03_2022,openai/gpt-5.4,baseline,122,1,73,44,0.00819672131147541,0.5983606557377049,0.36885245901639346
NEJM_CPC_03_2022,openai/gpt-5.4,adversarial,72,1,33,19,0.013888888888888888,0.4583333333333333,0.2777777777777778
NEJM_CPC_03_2022,openai/gpt-5.4,structured,79,3,41,24,0.0379746835443038,0.5189873417721519,0.34177215189873417
NEJM_CPC_03_2022,openai/gpt-5.2,baseline,45,0,31,14,0.0,0.6888888888888889,0.3111111111111111
NEJM_CPC_03_2022,openai/gpt-5.2,adversarial,50,1,27,8,0.02,0.54,0.18
NEJM_CPC_03_2022,openai/gpt-5.2,structured,68,3,36,14,0.04411764705882353,0.5294117647058824,0.25
NEJM_CPC_03_2022,anthropic/claude-sonnet-4.5,baseline,60,2,34,19,0.03333333333333333,0.5666666666666667,0.35
NEJM_CPC_03_2022,anthropic/claude-sonnet-4.5,adversarial,81,3,40,25,0.037037037037037035,0.49382716049382713,0.345679012345679
NEJM_CPC_03_2022,anthropic/claude-sonnet-4.5,structured,63,1,34,20,0.015873015873015872,0.5396825396825397,0.3333333333333333
NEJM_CPC_03_2022,anthropic/claude-opus-4.5,baseline,56,2,25,20,0.03571428571428571,0.44642857142857145,0.39285714285714285
NEJM_CPC_03_2022,anthropic/claude-opus-4.5,adversarial,70,0,44,18,0.0,0.6285714285714286,0.2571428571428571
NEJM_CPC_03_2022,anthropic/claude-opus-4.5,structured,88,1,67,15,0.011363636363636364,0.7613636363636364,0.18181818181818182
NEJM_CPC_03_2022,google/gemini-3-pro-preview,baseline,51,2,35,10,0.0392156862745098,0.6862745098039216,0.23529411764705882
NEJM_CPC_03_2022,google/gemini-3-pro-preview,adversarial,50,1,34,10,0.02,0.68,0.22
NEJM_CPC_03_2022,google/gemini-3-pro-preview,structured,82,3,52,16,0.036585365853658534,0.6341463414634146,0.23170731707317074
NEJM_CPC_25_2021,openai/gpt-5.4,baseline,93,1,58,32,0.010752688172043012,0.6236559139784946,0.3548387096774194
NEJM_CPC_25_2021,openai/gpt-5.4,adversarial,70,1,34,17,0.014285714285714285,0.4857142857142857,0.2571428571428571
NEJM_CPC_25_2021,openai/gpt-5.4,structured,99,1,75,22,0.010101010101010102,0.7575757575757576,0.23232323232323232
NEJM_CPC_25_2021,openai/gpt-5.2,baseline,43,2,27,14,0.046511627906976744,0.627906976744186,0.37209302325581395
NEJM_CPC_25_2021,openai/gpt-5.2,adversarial,56,2,34,8,0.03571428571428571,0.6071428571428571,0.17857142857142858
NEJM_CPC_25_2021,openai/gpt-5.2,structured,52,1,31,8,0.019230769230769232,0.5961538461538461,0.17307692307692307
NEJM_CPC_25_2021,anthropic/claude-sonnet-4.5,baseline,54,2,40,6,0.037037037037037035,0.7407407407407407,0.14814814814814814
NEJM_CPC_25_2021,anthropic/claude-sonnet-4.5,adversarial,68,1,43,12,0.014705882352941176,0.6323529411764706,0.19117647058823528
NEJM_CPC_25_2021,anthropic/claude-sonnet-4.5,structured,69,1,50,9,0.014492753623188406,0.7246376811594203,0.14492753623188406
NEJM_CPC_25_2021,anthropic/claude-opus-4.5,baseline,46,2,30,6,0.043478260869565216,0.6521739130434783,0.17391304347826086
NEJM_CPC_25_2021,anthropic/claude-opus-4.5,adversarial,39,0,34,5,0.0,0.8717948717948718,0.1282051282051282
NEJM_CPC_25_2021,anthropic/claude-opus-4.5,structured,78,1,56,13,0.01282051282051282,0.717948717948718,0.1794871794871795
NEJM_CPC_25_2021,google/gemini-3-pro-preview,baseline,33,0,23,7,0.0,0.696969696969697,0.21212121212121213
NEJM_CPC_25_2021,google/gemini-3-pro-preview,adversarial,70,1,43,16,0.014285714285714285,0.6142857142857143,0.24285714285714285
NEJM_CPC_25_2021,google/gemini-3-pro-preview,structured,64,4,32,19,0.0625,0.5,0.359375
NEJM_CPC_03_2021,openai/gpt-5.4,baseline,96,0,52,29,0.0,0.5416666666666666,0.3020833333333333
NEJM_CPC_03_2021,openai/gpt-5.4,adversarial,53,1,23,16,0.018867924528301886,0.4339622641509434,0.32075471698113206
NEJM_CPC_03_2021,openai/gpt-5.4,structured,77,2,44,28,0.025974025974025976,0.5714285714285714,0.38961038961038963
NEJM_CPC_03_2021,openai/gpt-5.2,baseline,84,0,42,35,0.0,0.5,0.4166666666666667
NEJM_CPC_03_2021,openai/gpt-5.2,adversarial,34,1,16,11,0.029411764705882353,0.47058823529411764,0.35294117647058826
NEJM_CPC_03_2021,openai/gpt-5.2,structured,52,2,31,5,0.038461538461538464,0.5961538461538461,0.1346153846153846
NEJM_CPC_03_2021,anthropic/claude-sonnet-4.5,baseline,51,2,33,16,0.0392156862745098,0.6470588235294118,0.35294117647058826
NEJM_CPC_03_2021,anthropic/claude-sonnet-4.5,adversarial,68,1,42,9,0.014705882352941176,0.6176470588235294,0.14705882352941177
NEJM_CPC_03_2021,anthropic/claude-sonnet-4.5,structured,108,1,66,26,0.009259259259259259,0.6111111111111112,0.25
NEJM_CPC_03_2021,anthropic/claude-opus-4.5,baseline,50,1,34,13,0.02,0.68,0.28
NEJM_CPC_03_2021,anthropic/claude-opus-4.5,adversarial,43,1,26,8,0.023255813953488372,0.6046511627906976,0.20930232558139536
NEJM_CPC_03_2021,anthropic/claude-opus-4.5,structured,82,1,46,14,0.012195121951219513,0.5609756097560976,0.18292682926829268
NEJM_CPC_03_2021,google/gemini-3-pro-preview,baseline,31,2,18,8,0.06451612903225806,0.5806451612903226,0.3225806451612903
NEJM_CPC_03_2021,google/gemini-3-pro-preview,adversarial,78,4,46,17,0.05128205128205128,0.5897435897435898,0.2692307692307692
NEJM_CPC_03_2021,google/gemini-3-pro-preview,structured,58,1,32,12,0.017241379310344827,0.5517241379310345,0.22413793103448276
NEJM_CPC_27_2020,openai/gpt-5.4,baseline,54,0,32,17,0.0,0.5925925925925926,0.3148148148148148
NEJM_CPC_27_2020,openai/gpt-5.4,adversarial,61,1,40,13,0.01639344262295082,0.6557377049180327,0.22950819672131148
NEJM_CPC_27_2020,openai/gpt-5.4,structured,75,1,55,13,0.013333333333333334,0.7333333333333333,0.18666666666666668
NEJM_CPC_27_2020,openai/gpt-5.2,baseline,45,0,30,11,0.0,0.6666666666666666,0.24444444444444444
NEJM_CPC_27_2020,openai/gpt-5.2,adversarial,52,1,42,4,0.019230769230769232,0.8076923076923077,0.09615384615384616
NEJM_CPC_27_2020,openai/gpt-5.2,structured,67,1,44,8,0.014925373134328358,0.6567164179104478,0.13432835820895522
NEJM_CPC_27_2020,anthropic/claude-sonnet-4.5,baseline,54,8,26,9,0.14814814814814814,0.48148148148148145,0.3148148148148148
NEJM_CPC_27_2020,anthropic/claude-sonnet-4.5,adversarial,49,3,25,10,0.061224489795918366,0.5102040816326531,0.2653061224489796
NEJM_CPC_27_2020,anthropic/claude-sonnet-4.5,structured,68,1,50,9,0.014705882352941176,0.7352941176470589,0.14705882352941177
NEJM_CPC_27_2020,anthropic/claude-opus-4.5,baseline,47,0,31,16,0.0,0.6595744680851063,0.3404255319148936
NEJM_CPC_27_2020,anthropic/claude-opus-4.5,adversarial,44,1,32,7,0.022727272727272728,0.7272727272727273,0.18181818181818182
NEJM_CPC_27_2020,anthropic/claude-opus-4.5,structured,66,1,43,12,0.015151515151515152,0.6515151515151515,0.19696969696969696
NEJM_CPC_27_2020,google/gemini-3-pro-preview,baseline,41,0,23,11,0.0,0.5609756097560976,0.2682926829268293
NEJM_CPC_27_2020,google/gemini-3-pro-preview,adversarial,76,2,43,10,0.02631578947368421,0.5657894736842105,0.15789473684210525
NEJM_CPC_27_2020,google/gemini-3-pro-preview,structured,67,0,46,10,0.0,0.6865671641791045,0.14925373134328357
NEJM_CPC_02_2026,openai/gpt-5.4,baseline,120,0,72,38,0.0,0.6,0.31666666666666665
NEJM_CPC_02_2026,openai/gpt-5.4,adversarial,67,1,39,13,0.014925373134328358,0.582089552238806,0.208955223880597
NEJM_CPC_02_2026,openai/gpt-5.4,structured,61,1,39,16,0.01639344262295082,0.639344262295082,0.2786885245901639
NEJM_CPC_02_2026,openai/gpt-5.2,baseline,69,3,53,11,0.043478260869565216,0.7681159420289855,0.2028985507246377
NEJM_CPC_02_2026,openai/gpt-5.2,adversarial,47,2,23,6,0.0425531914893617,0.48936170212765956,0.1702127659574468
NEJM_CPC_02_2026,openai/gpt-5.2,structured,54,3,38,7,0.05555555555555555,0.7037037037037037,0.18518518518518517
NEJM_CPC_02_2026,anthropic/claude-sonnet-4.5,baseline,72,3,39,18,0.041666666666666664,0.5416666666666666,0.2916666666666667
NEJM_CPC_02_2026,anthropic/claude-sonnet-4.5,adversarial,54,1,29,8,0.018518518518518517,0.5370370370370371,0.16666666666666666
NEJM_CPC_02_2026,anthropic/claude-sonnet-4.5,structured,64,3,38,11,0.046875,0.59375,0.21875
NEJM_CPC_02_2026,anthropic/claude-opus-4.5,baseline,44,1,26,7,0.022727272727272728,0.5909090909090909,0.18181818181818182
NEJM_CPC_02_2026,anthropic/claude-opus-4.5,adversarial,52,1,35,9,0.019230769230769232,0.6730769230769231,0.19230769230769232
NEJM_CPC_02_2026,anthropic/claude-opus-4.5,structured,71,1,51,11,0.014084507042253521,0.7183098591549296,0.16901408450704225
NEJM_CPC_02_2026,google/gemini-3-pro-preview,baseline,32,1,17,7,0.03125,0.53125,0.25
NEJM_CPC_02_2026,google/gemini-3-pro-preview,adversarial,64,1,33,20,0.015625,0.515625,0.328125
NEJM_CPC_02_2026,google/gemini-3-pro-preview,structured,56,2,29,14,0.03571428571428571,0.5178571428571429,0.2857142857142857
NEJM_CPC_07_2026,openai/gpt-5.4,baseline,84,0,39,29,0.0,0.4642857142857143,0.34523809523809523
NEJM_CPC_07_2026,openai/gpt-5.4,adversarial,52,0,29,11,0.0,0.5576923076923077,0.21153846153846154
NEJM_CPC_07_2026,openai/gpt-5.4,structured,74,2,45,10,0.02702702702702703,0.6081081081081081,0.16216216216216217
NEJM_CPC_07_2026,openai/gpt-5.2,baseline,61,3,41,17,0.04918032786885246,0.6721311475409836,0.32786885245901637
NEJM_CPC_07_2026,openai/gpt-5.2,adversarial,28,2,19,7,0.07142857142857142,0.6785714285714286,0.32142857142857145
NEJM_CPC_07_2026,openai/gpt-5.2,structured,65,1,46,12,0.015384615384615385,0.7076923076923077,0.2
NEJM_CPC_07_2026,anthropic/claude-sonnet-4.5,baseline,60,0,44,16,0.0,0.7333333333333333,0.26666666666666666
NEJM_CPC_07_2026,anthropic/claude-sonnet-4.5,adversarial,48,2,26,11,0.041666666666666664,0.5416666666666666,0.2708333333333333
NEJM_CPC_07_2026,anthropic/claude-sonnet-4.5,structured,81,2,37,10,0.024691358024691357,0.4567901234567901,0.14814814814814814
NEJM_CPC_07_2026,anthropic/claude-opus-4.5,baseline,38,0,24,7,0.0,0.631578947368421,0.18421052631578946
NEJM_CPC_07_2026,anthropic/claude-opus-4.5,adversarial,40,1,22,8,0.025,0.55,0.225
NEJM_CPC_07_2026,anthropic/claude-opus-4.5,structured,49,2,23,12,0.04081632653061224,0.46938775510204084,0.2857142857142857
NEJM_CPC_07_2026,google/gemini-3-pro-preview,baseline,29,1,20,4,0.034482758620689655,0.6896551724137931,0.1724137931034483
NEJM_CPC_07_2026,google/gemini-3-pro-preview,adversarial,68,2,28,13,0.029411764705882353,0.4117647058823529,0.22058823529411764
NEJM_CPC_07_2026,google/gemini-3-pro-preview,structured,50,2,26,11,0.04,0.52,0.26
NEJM_CPC_05_2026,openai/gpt-5.4,baseline,89,0,54,23,0.0,0.6067415730337079,0.25842696629213485
NEJM_CPC_05_2026,openai/gpt-5.4,adversarial,54,0,25,14,0.0,0.46296296296296297,0.25925925925925924
NEJM_CPC_05_2026,openai/gpt-5.4,structured,75,3,46,16,0.04,0.6133333333333333,0.25333333333333335
NEJM_CPC_05_2026,openai/gpt-5.2,baseline,61,1,38,19,0.01639344262295082,0.6229508196721312,0.32786885245901637
NEJM_CPC_05_2026,openai/gpt-5.2,adversarial,59,1,25,14,0.01694915254237288,0.423728813559322,0.2542372881355932
NEJM_CPC_05_2026,openai/gpt-5.2,structured,53,1,24,13,0.018867924528301886,0.4528301886792453,0.2641509433962264
NEJM_CPC_05_2026,anthropic/claude-sonnet-4.5,baseline,48,0,32,14,0.0,0.6666666666666666,0.2916666666666667
NEJM_CPC_05_2026,anthropic/claude-sonnet-4.5,adversarial,68,1,30,16,0.014705882352941176,0.4411764705882353,0.25
NEJM_CPC_05_2026,anthropic/claude-sonnet-4.5,structured,69,1,45,13,0.014492753623188406,0.6521739130434783,0.2028985507246377
NEJM_CPC_05_2026,anthropic/claude-opus-4.5,baseline,37,2,11,0,0.05405405405405406,0.2972972972972973,0.05405405405405406
NEJM_CPC_05_2026,anthropic/claude-opus-4.5,adversarial,47,1,26,7,0.02127659574468085,0.5531914893617021,0.1702127659574468
NEJM_CPC_05_2026,anthropic/claude-opus-4.5,structured,62,1,32,20,0.016129032258064516,0.5161290322580645,0.3387096774193548
NEJM_CPC_05_2026,google/gemini-3-pro-preview,baseline,42,2,26,8,0.047619047619047616,0.6190476190476191,0.23809523809523808
NEJM_CPC_05_2026,google/gemini-3-pro-preview,adversarial,56,0,31,16,0.0,0.5535714285714286,0.2857142857142857
NEJM_CPC_05_2026,google/gemini-3-pro-preview,structured,85,1,41,21,0.011764705882352941,0.4823529411764706,0.25882352941176473
NEJM_CPC_01_2019,openai/gpt-5.4,baseline,100,2,66,26,0.02,0.66,0.28
NEJM_CPC_01_2019,openai/gpt-5.4,adversarial,75,1,51,15,0.013333333333333334,0.68,0.21333333333333335
NEJM_CPC_01_2019,openai/gpt-5.4,structured,68,3,41,7,0.04411764705882353,0.6029411764705882,0.14705882352941177
NEJM_CPC_01_2019,openai/gpt-5.2,baseline,44,0,34,7,0.0,0.7727272727272727,0.1590909090909091
NEJM_CPC_01_2019,openai/gpt-5.2,adversarial,54,1,40,9,0.018518518518518517,0.7407407407407407,0.18518518518518517
NEJM_CPC_01_2019,openai/gpt-5.2,structured,55,3,36,3,0.05454545454545454,0.6545454545454545,0.10909090909090909
NEJM_CPC_01_2019,anthropic/claude-sonnet-4.5,baseline,49,0,38,8,0.0,0.7755102040816326,0.16326530612244897
NEJM_CPC_01_2019,anthropic/claude-sonnet-4.5,adversarial,70,2,40,4,0.02857142857142857,0.5714285714285714,0.08571428571428572
NEJM_CPC_01_2019,anthropic/claude-sonnet-4.5,structured,70,1,43,14,0.014285714285714285,0.6142857142857143,0.21428571428571427
NEJM_CPC_01_2019,anthropic/claude-opus-4.5,baseline,41,0,36,3,0.0,0.8780487804878049,0.07317073170731707
NEJM_CPC_01_2019,anthropic/claude-opus-4.5,adversarial,56,3,29,7,0.05357142857142857,0.5178571428571429,0.17857142857142858
NEJM_CPC_01_2019,anthropic/claude-opus-4.5,structured,65,3,40,5,0.046153846153846156,0.6153846153846154,0.12307692307692308
NEJM_CPC_01_2019,google/gemini-3-pro-preview,baseline,34,1,22,1,0.029411764705882353,0.6470588235294118,0.058823529411764705
NEJM_CPC_01_2019,google/gemini-3-pro-preview,adversarial,69,2,43,8,0.028985507246376812,0.6231884057971014,0.14492753623188406
NEJM_CPC_01_2019,google/gemini-3-pro-preview,structured,56,1,37,8,0.017857142857142856,0.6607142857142857,0.16071428571428573
NEJM_CPC_05_2019,openai/gpt-5.4,baseline,78,0,39,32,0.0,0.5,0.41025641025641024
NEJM_CPC_05_2019,openai/gpt-5.4,adversarial,66,1,36,22,0.015151515151515152,0.5454545454545454,0.3484848484848485
NEJM_CPC_05_2019,openai/gpt-5.4,structured,70,2,32,24,0.02857142857142857,0.45714285714285713,0.37142857142857144
NEJM_CPC_05_2019,openai/gpt-5.2,baseline,51,0,30,21,0.0,0.5882352941176471,0.4117647058823529
NEJM_CPC_05_2019,openai/gpt-5.2,structured,67,1,47,8,0.014925373134328358,0.7014925373134329,0.13432835820895522
NEJM_CPC_05_2019,anthropic/claude-sonnet-4.5,baseline,79,0,42,15,0.0,0.5316455696202531,0.189873417721519
NEJM_CPC_05_2019,anthropic/claude-sonnet-4.5,adversarial,44,0,23,8,0.0,0.5227272727272727,0.18181818181818182
NEJM_CPC_05_2019,anthropic/claude-sonnet-4.5,structured,63,1,50,6,0.015873015873015872,0.7936507936507936,0.1111111111111111
NEJM_CPC_05_2019,anthropic/claude-opus-4.5,baseline,65,0,45,14,0.0,0.6923076923076923,0.2153846153846154
NEJM_CPC_05_2019,anthropic/claude-opus-4.5,adversarial,67,1,43,17,0.014925373134328358,0.6417910447761194,0.26865671641791045
NEJM_CPC_05_2019,anthropic/claude-opus-4.5,structured,77,1,38,19,0.012987012987012988,0.4935064935064935,0.2597402597402597
NEJM_CPC_05_2019,google/gemini-3-pro-preview,baseline,40,1,20,12,0.025,0.5,0.325
NEJM_CPC_05_2019,google/gemini-3-pro-preview,structured,91,1,66,6,0.01098901098901099,0.7252747252747253,0.07692307692307693
NEJM_CPC_08_2019,openai/gpt-5.4,baseline,99,9,44,19,0.09090909090909091,0.4444444444444444,0.2828282828282828
NEJM_CPC_08_2019,openai/gpt-5.4,adversarial,51,1,35,12,0.0196078431372549,0.6862745098039216,0.2549019607843137
NEJM_CPC_08_2019,openai/gpt-5.4,structured,81,0,39,26,0.0,0.48148148148148145,0.32098765432098764
NEJM_CPC_08_2019,openai/gpt-5.2,baseline,79,0,58,18,0.0,0.7341772151898734,0.22784810126582278
NEJM_CPC_08_2019,openai/gpt-5.2,adversarial,62,2,44,9,0.03225806451612903,0.7096774193548387,0.1774193548387097
NEJM_CPC_08_2019,openai/gpt-5.2,structured,49,1,31,14,0.02040816326530612,0.6326530612244898,0.30612244897959184
NEJM_CPC_08_2019,anthropic/claude-sonnet-4.5,baseline,42,3,30,4,0.07142857142857142,0.7142857142857143,0.16666666666666666
NEJM_CPC_08_2019,anthropic/claude-sonnet-4.5,adversarial,74,0,41,21,0.0,0.5540540540540541,0.28378378378378377
NEJM_CPC_08_2019,anthropic/claude-sonnet-4.5,structured,89,3,63,12,0.033707865168539325,0.7078651685393258,0.16853932584269662
NEJM_CPC_08_2019,anthropic/claude-opus-4.5,baseline,32,0,20,9,0.0,0.625,0.28125
NEJM_CPC_08_2019,anthropic/claude-opus-4.5,adversarial,48,1,25,6,0.020833333333333332,0.5208333333333334,0.14583333333333334
NEJM_CPC_08_2019,anthropic/claude-opus-4.5,structured,54,1,32,17,0.018518518518518517,0.5925925925925926,0.3333333333333333
NEJM_CPC_08_2019,google/gemini-3-pro-preview,baseline,63,2,31,12,0.031746031746031744,0.49206349206349204,0.2222222222222222
NEJM_CPC_08_2019,google/gemini-3-pro-preview,adversarial,45,1,26,12,0.022222222222222223,0.5777777777777777,0.28888888888888886
NEJM_CPC_08_2019,google/gemini-3-pro-preview,structured,42,2,20,11,0.047619047619047616,0.47619047619047616,0.30952380952380953
NEJM_CPC_10_2019,openai/gpt-5.4,baseline,108,1,59,46,0.009259259259259259,0.5462962962962963,0.4351851851851852
NEJM_CPC_10_2019,openai/gpt-5.4,adversarial,45,1,26,15,0.022222222222222223,0.5777777777777777,0.35555555555555557
NEJM_CPC_10_2019,openai/gpt-5.4,structured,84,3,32,19,0.03571428571428571,0.38095238095238093,0.2619047619047619
NEJM_CPC_10_2019,openai/gpt-5.2,baseline,49,2,24,17,0.04081632653061224,0.4897959183673469,0.3877551020408163
